label,content
T,Doctors in Japan advise people to drink water every 15 minutes to prevent an infection
T,Vitamin helps against CoV
T,Elections years in the United States coincide with major disease outbreaks
T,Cambodian Prime Minister has CoV
T,Beef meat is the best vaccine against CoV
T,"A Twitter page claimed shaving of facial hair ensures safety from COVID-19, further attributing the message to the CDC"
T,Video of a roof full of bats claim to be the source of coronavirus
T,Chinese police use a fishing net to arrest a man with a high fever
T,Florida Man Arrested For Robbery Using Cough As A Weapon
T,Summer temperatures will make coronavirus disappear
T,"“Spanish newspaper ABC reports that there are two possible COVID-19 cases in Gines and Benecazón (Seville, Spain)"
T,"The wife of a Chinese shop owner of Totana (Murcia, Spain) has coronavirus"
T,Autorities should implement temperature tests to travelers from China
T,Video of a person infected with coronavirus being detained by the police
T,Barcelona’s council issued a notification of a new focus in two neighborhoods
T,The wife of a Chinese shop owner of Totana (Murcia) has coronavirus
T,Is Jackie Chan really quarantined because of Corona Virus
T,Clients of a brothel in the Spanish city of Valencia are quarantined after one of their employees has tested positive for coronavirus
T,A post says that a “poll finds 38% of Americans Say They Will Not Drink Corona Beer Because of Virus.”
T,“Every election year has a disease” … SARS in 2004; avian flu in 2008; swine flu in 2010; MERS in 2012; Ebola in 2014 and 2018; Zika in 2016 and the coronavirus in 2020
T,COVID-19 is just a big flu
T,It is better to shave your beard to avoid being infected by the coronavirus
T,Chinese experts warns about a scars in lung made by COVID-19. This is more severe than SARS 17 years ago
T,"Video showing Chinese officials detaining infected citizen, who refused to be checked"
T,"A text post with instructions from “a Lithuanian doctor”, giving advice to potentially infected with coronavirus"
T,Misleading Health authorities say shaving beard protect form CoV
T,Airport in Karachi suspends all international arrivals during coronavirus epidemic
T,Holding your breath can test for COVID-19
T,Misleading Chloroquine cures CoV
T,"This video of a person infected with coronavirus being detained by the police is not real, it´s a drill"
T,A case of coronavirus in the Argentine province of Santiago del Estero was confirmed
T,A case of coronavirus in the Argentine province of Chaco was confirmed
T,Argentinian doctor discovered a vaccine against coronavirus in Spain
T,Partially The WHO says the coronavirus might be spread via food
T,Coronavirus is not reproducing in warm places
T,Bleach or chlorine are useful to clean to avoid coronavirus
T,"Iran’s deputy Health Minister: This year we have had 13,200 flu cases which caused the death of 108 people. Our population is a fourth of the US’s. Last year they had 28 million flu cases which resulted in 16k deaths. Yet nobody is restricting travel"
T,"The cover of a Tintin book titled “Tintin in Wuhan” that shows the character standing in an old Chinese market wearing special suits, while people are wearing masks"
T,French far right leader Marine Le Pen says that the EU didn’t do anything against the outbreak
T,Lysol Products Can Kill Novel coronavirus
T,Lectures have been suspended at the University of Sevilla due to coronavirus
T,"A new case of coronavirus in Sacedón (Guadalajara, Mexico)"
T,"An article of El Pais says there is a possible case of coronavirus at the hospital Gregorio Marañón, in Spain"
T,An aritcle of El Pais says ther is a case of coronavirus at the School of Architects of Madrid
T,First case of coronavirus in Alcalá de Henares (Madrid)
T,A brothel with 86 customers put in quarantine after a prostitute tested positive in coronavirus
T,Sevilla’s university has suspended classes because of coronavirus (February 27th)
T,Doctor Gerardo Dovakin found a vaccine agains coronavirus
T,"Honduras’s first confirmed case has traveled to Taiwan earlier, which means there is a severe community transmission in Taiwan"
T,Taiwan has severe community transmission. Many people died
T,The outbreak in Taiwan is out of control. President Tsai ordered to burn a corpse in front of the presidential office
T,Iranian clerics wearing masks after outbreak
T,Drinking water every 10 minutes can send the virus into stomach and kill it
T,"”America has been vaccinating cattle for coronavirus for years, yet the news tells you it’s new and gunna kill you all so go buy mask.”"
T,"MOSTLY Post says “the blood test for coronavirus costs $3,200.”"
T,Post says starting in March if you travel outside of the United States you won’t be allowed back in the country “due to high risk of the coronavirus.”
T,"“Akira’ is a 1988 movie about an apocalyptic event taking place months before Tokyo 2020 Olympics, showing the (World Health Organization) advising Japan to postpone the Olympics because of a pandemic risk”"
T,A video has been viewed thousands of times on Facebook and Twitter alongside a claim that it shows bodies being removed from a hospital in Iran during the novel coronavirus pandemic
T,A “Letter” from an uncle in Wuhan claims COVID-19 can be cured with hot water
T,CDC issued facial hair recommendation for novel coronavirus prevention
T,There is a confirmed case of coronavirus in a Bogotá hospital
T,You can maintain the alkaline state of the body to avoid contagion
T,Is it useful to close borders to stop the outbreak
T,Letters and packages sent from China can be a way of infection
T,Mostly Face masks are a good protection system against coronavirus
T,The new coronavirus was registered in 2004
T,School has been suspended in Catalonia until March 2
T,New cases of coronavirus in Madrid linked to two universities and a club
T,"Two cases confirmed of coronavirus in Huelva, Andalucía (February 26th)"
T,Italian Red Cross gives the recipe for making amuchina (hand sanitizer) at home
T,Says the CDC recommends men shave their beards to protect against coronavirus
T,China took advantage of the coronavirus crisis to buy back stocks of its technology companies belonging to foreign investors
T,Partially Russian CDC admitted that COVID-19 is human-made
T,"Many corposes floated in the river in Tainan, Southern city in Taiwan"
T,“DDP (Democratic Progressive Party) legislator Kao Chia-yu gave my mom two boxed of face mask since DDP has plenty and said that the outbreak is out of control.”
T,"My son, who works as a public servant in the Central government, got one box of face mask while the public is restricted to two per week"
T,"Singapore government said the confirmed case no. 12 is a prostitute. As a result, many of her clients are under quarantine"
T,Multiple allegations around how coronavirus was produced by China
T,An information about a man allegedly selling medical masks for 80 denars on a bus owned by the Skopje Public Transportation Enterprise
T,Cov infects chickens in Pakistan
T,Infected taxi driver demands money from his government otherwise he’ll infect others
T,Photos of Muslims in Italy allegedly praying outside because of the novel coronavirus
T,Indian Government and World Health Organization advised people to not purchase colours from China for Holi
T,There is a crowd waiting to greet the Colombians living in Wuhan who are being flown to Bogotá
T,"In Poland, people who are not insured have to pay for medical test for coronavirus, so if they can’t afford it, they will spread it"
T,China needs coronavirus SWAT (special weapons and tactics) police team to arrest this drop dead virus victim
T,The claim that the book The Eyes of Darkness predict the spread of coronavirus in 1981
T,The name coronavirus on disinfecting spray can reaffirms that the virus was known before the outbreak and might be planned
T,Coronavirus is bioweapon leaked from Wuhan lab
T,Partially Video of a road traffic control in China to detect people infected with coronavirus
T,Coronavirus patients are being “cremated alive” in China
T,"Evidence indicates COVID-19 virus escaped a Chinese lab that was researching it, thus causing the outbreak"
T,It is a weird and unusual year. An ice tunami occurred on Xingkai Lake in Heilongjiang
T,An armored vehicle was so full of corpses so that it slipped off a trailer
T,The DPP (Democratic Progressive Party) politician Wang Shijian said that Taiwan has more than 500 confirmed cases
T,Vaccine for COVID-19 has been found
T,Said the mortality rate for the flu is “right around” that of the new coronavirus: “It’s right around 2%.”
T,The Chinese accept Islam en masse (20 millions)
T,A book by D.Koontz (The Eyes of Darkness) predicted COVID-19 in 1981
T,Radio host Rush Limbaugh compres novel coronavirus to ‘common cold’
T,Cov case in Uttar Pradesh district
T,Shoppers in China storm supermarket after cov outbreak
T,A Chinese SWAT Team takes down a coronavirus suspect
T,Partly A 1981 book predicted the coronavirus outbreak
T,The link between COVID-19 and 5G is being hidden
T,"2 coronavirus Sars-Cov-2 cases in Bovalino (Reggio Calabria, Italy)"
T,"Coronavirus Sars-Cov-2 in Sant’Egidio (Abruzzo, Italy)"
T,"Coronavirus Sars-Cov-2 sites in Parabiago e Nerviano (Lombardia, Italy)"
T,Coronavirus Sars-Cov-2 at Bosch company in Bari (Puglia) because Chinese people visited the week before
T,"“The coronavirus is the common cold, folks.”"
T,Taiwanese manufacturing is awesome. One machine can produce 2.5 million face masks per day
T,"Video shows the suspected infected people in eastern Turkey, Van"
T,Author Dean Koontz foresaw the outbreak in his book
T,Sensationalist article claiming Nostradamus predicted the coronavirus
T,A video showing an anti-China protest amid the COVID-19 outbreak in Italy
T,A Facebook status from 2012 talked about the spread of coronavirus in 2020
T,"Years ago, there was a hand sanitizer active against Sars-Cov-2"
T,TV news said: Ketamine can cure COVID-19
T,Many corpses from South Taiwan were sent to Taichung to burn. Taiwan has serious communuity infection
T,Pigs are burried alive due to coronavirus
T,Post says “People Of Color May Be Immune To The Coronavirus Because Of Melanin.”
T,This is a snow artwork from Wuhan
T,This map shows high sulphur dioxide in Wuhan now due to burning of corpses
T,Chinese people flee to Vietnam due to cov
T,Video showing racist reactions towards Asian people
T,WHO considers canceling Mecca’s pilgrimage
T,"These charts claim to show the difference among COVID-19, flu, common cold"
T,A suspicious case of coronavirus in Militay Hospital in Maracay from a army member who claimed have visited China in December
T,Chinse people fleeing China to Vietnam because of coronavirus
T,"Six coronavirus cases confirmed in Wichita, Kansas"
T,Four people have died in Zanzibar after handling a chicken infected with COVID-19
T,"Coronavirus arrived in Sarajevo, Bosnia and Herzegovina"
T,Cannabis boosts immunity against CoV
T,Rainbow shimmers behind cov disinfectant truck in China
T,Those are corpses on the street in Wuhan
T,"Social media posts claim Chloroquine, an antimalarial drug can cure COVID-19"
T,Chinese converting to Islam after realizing that no Muslim was affected by COVD19 in the country
T,"20 million Chinese convert to Islam, and coronavirus does not affect Muslims"
T,A Chinese man has been lynched because he pretended to have coronavirus
T,Is It Really That Mosques Across China Reopened After Corona Virus Plague
T,Chinese businessman Guo Wengui’s multiple allegations on coronavirus outbreak
T,The drug “arbidol” can help from the new coronavirus
T,People queue in Singapore for Halal food
T,"In Japan, if the new coronavirus test is negative, the cost is 80,000 yen. If positive, the state will bear the cost"
T,This video shows corpses on the streets of Wuhan
T,World labs confirm: coronavirus was bioengineered
T,Article suggests African skin and blood is resistant to coronavirus
T,"In Nigerian, Ibrahim Magu, Acting EFCC Chairman attributed corruption as the reason for coronavirus"
T,Chinese police kill a woman escaping a COVID-19 quarantine in China
T,Coronavirus is a biological warfare weapon
T,Chinese converting to Islam after realising that no muslim was affected by #coronavirus #COVD19 in the country
T,Says the 2008 book “End of Days” predicted the current coronavirus outbreak
T,This is Dr. Li-wen Liang’s funeral ceremony
T,The amount of ACE2 East Asian people have is 4-5 times more than non-East-Asians. That is why they get infected easily
T,Really Chinese Citizens Cram For Friday Prayer After Corona Virus Plague
T,Massive live-pig burials after COVID-19 outbreak
T,This coronavirus-infected patient reached to Dr. Vinod Kumar but he wasn’t given the treatment. He was later referred to Bhagalpur. It further states that one should avoid meat and fish for 3 months and wear mask to protect yourself from coronavirus
T,Video says “the coronavirus was invented and patented in the USA and then planted in China.”
T,Mostly India has developed treatment for coronavirus
T,An Australian couple ordered wine by drone on princess cruise ship
T,This map shows the global spread of cov
T,Drinking alcohol kills the coronavirus
T,"7 children die of coronavirus with 1 week in Karimganj (Assam, India)"
T,Data shows massive release of sulfur dioxide gas near Wuhan
T,Popping bubble wrap does not exposes people to coronavirus
T,False A blog post claiming that COVID-19 is the name of the vaccine against novel coronavirus
T,This is a video of the late Chinese doctor Li-wen Liang’s wedding party
T,Dr. Chao Chien Kuo from Wuhan Central hospital said: drinking alcohol can prevent COVID-19
T,Having 14 face masks is enough. You can reuse them every 14 days since the incubation period is 14 days
T,Are Chinese Really Converting Islam to Avoid Corona Virus
T,Is It Really the Video of Crow Attack and Jumbo Mosquito in China when Corona Virus Plague
T,"A post shared repeatedly on Facebook claims that taking a hot bath is an effective remedy against the novel coronavirus, COVID-19"
T,Exactly every 100 years a viral epidemic breaks out
T,This bottle of disinfectant gel prooves that the coronavirus SARS-CoV-2 existed before 2019
T,A video claims to be showing an Eid prayer in China in dec 19
T,Video showing quarantined people in a building in Shanghai
T,Thailnd cures CoV with anti-HIV drugs
T,COVID-19 case in east Indian state
T,Cov case in Ethiopia
T,Cuban medicine cures COVID-19
T,Bus driver in China vomits blood after becoming unconscious behind the wheel
T,"Video showing Massive Explosion in Wuhan, China to control the spread of coronavirus"
T,Latest research by Chinese scientists said coronavirus will render most male patients infertile
T,"Consuming magnesium chloride, sodium bicarbonate, ginger and lemon juice prevents coronavirus infection"
T,Cloud and rain from Wuhan brought the virus to Taiwan
T,This Burned Building Is a Place of Corona Virus Patient Isolation
T,SO2 map proves the massive human cremation in Wuhan
T,An “official” mask to combat the novel coronavirus was released
T,"China has announced the sucess of Egyptian serum form Dr. Hala, Ealth Miniter of Egypt, against coronavirus"
T,Philippine President Rodrigo Duterte orders state hospital to accept COVID-19 patients from Wuhan
T,"Upon approval from Supreme People’s Court, China will kill 20,000 patients with novel coronavirus"
T,"This is map “based on traces of Wuhan citizens”,during the period between the outbreak of the new coronavirus and the blockade of Wuhan"
T,A large amount of sulfur dioxide was observed in Wuhan because up to 14000 bodies were incinerated
T,In two videos of a YouTube channel it is said that in Ibagué there are cases of COVID-19 and that the Colombian government is covering it up
T,New confirmed cases of COVID-19 in Kolkatta reported by Press trust of India
T,"Someone from Bosnia and Herzegovina was captured on the Diamond Princess cruiser in quarantine. After receiving the results of being negative on coronavirus, he returned to BiH"
T,Drinking much hot water can prevent getting COVID-19
T,Nan-shan Zhong said there is no vegetarian getting COVID-19
T,Crows are flocking to Wuhan
T,A map shows hundreds of thousands of Wuhan residents (or even 5 million of them) traveling out of the city before the lockdown
T,People in Wuhan locked inside their houses trying to escape building fire
T,WHO declared COVID-19 to be the abbreviation for China Outbreak Virus In December 19
T,Does a sulfur dioxide pollution in Wuhan reveal that China is burning bodies of victims
T,Residential building was set on fire in Wuhan to control spread of coronavirus
T,High-rise buildings have become human incinerators to combat spread of coronavirus
T,This photo is a “chinese tapa”¨from a bat
T,The Windy diagram of sulfur dioxyde emission level over Wuhan indicated massive corpses burning down there
T,Coronavirus was created in a lab in Wuhan
T,Chicken Infected From coronavirus Found In Bangalore
T,COVID-19 was caused by 5G antennas
T,Boiled ginger can cure cov
T,A video claims to show a plane carrying medical supplies to China
T,COVID-19 means “China Outbreak Virus”
T,Satelite images show increase in SO2 emissions around Wuhan
T,A video shows a family killed by the coronavirus amid China’s multi-city lockdown
T,There is a Cuban drug used in China against the coronavirus
T,"The Chinese news website Tencent filters that there are more than 24,000 deaths from coronavirus"
T,Claims of cannibalism in China. People are cutting a baby in order to eat it
T,"A person with coronavirus in Calella, Barcelona (February 13th)"
T,"Chinese government requests the Supreme People’s Court for permission to kill 20,000 coronavirus patients to stop the spread of the disease"
T,mostly Bats responsible for the outbreak of coronavirus originated from the rooftop of a house in Wuhan
T,Philippines has issued an order mandating a compulsory quarantine for all travellers returning from 23 countries
T,USPS stops accepting items for China and HK
T,Black people are more resistent to Cov
T,Partially The Pinol brand of disinfectant is the solution to the coronavirus
T,"In Japan, Okinawa Prefecture Governor Tamaki Denny was seen Kachashi dancing with the mayor of Nanjo City. It was reported that “the governor and the mayor danced while the people were terrified about the new coronavirus infection.”"
T,"In a voice note, a pilot greets from the airport of San José del Guaviare and says that he is in quarantine along with other people, between 18 and 22, who arrived in that city by plane and there they were diagnosed that they were infected by coronavirus"
T,China orders citizens to abandon/kill their pets as they can transmit coronavirus
T,Police Publicly Kill A coronavirus-Infected Woman In China
T,"Will the coronavirus epidemic disappear in April thanks to the heat, as Donald Trump said"
T,False New coronavirus arrives in Colombia
T,"Coronavirus cases reported in Rome, Georgia"
T,Vitamin C and Omega prevents coronavirus
T,“THE CHINESE HAVE BEGUN TO USE THEIR HUMAN CORPES TO PROCESS INTO PRODUCTS SUCH AS CORNED BEEF TO SHIP TO AFRICA. Please share with your contacts..Very important”
T,China is seeking court’s approval to kill 20000 people positive with coronavirus
T,Chinese elderly couple infected with coronavirus say goodbye while they are in a hospital
T,Germans quarantined in La Gomera by the coronavirus leave home isolation without permission
T,Hand sanitizer form 2010 is labeled against coronavirus 2019-nCoV
T,"The coronavirus pandemic can be dramatically slowed, or stopped, with the immediate widespread use of high doses of vitamin C"
T,Putting an onion in your room can help prevent COVID-19
T,China scientist Ms Shih generated coronavirus
T,"Hold your breath for 10 seconds. If you are able to do this, you are not infected with COVID-19"
T,Miles Kwok: China military admitted that Conoravirus is made by China. It is a human-made bio-weapon
T,Was Corona Antivirus Discovered by Israeli and Chinese Doctors
T,2019-nCoV is officially found in bats
T,Photos of a Chinese man eating “human baby soup” that circulated on social networking platforms. He is seen sitting at a table with a stillborn baby served in front of him
T,Ginger can cure and protect you from COVID-19
T,Claim that the 2019 novel coronavirus (COVID-19) is more deadly than Ebola or HIV
T,Chinese supreme court ok’d euthanasia of 20 000 people
T,"2 cov cases in Libreville, Gongo"
T,"Videos stating that 25,000 Chinese are being killed"
T,"Raúl Rodolfo Abhuz Khan, a biochemical engineer from Karmalah laboratories creator of the coronavirus"
T,People In Wuhan Locked inside their houses by the Chinese goverment
T,People lying on the ground in China because they got coronavirus
T,Cats and dogs can be infected and can contaminate humans with COVID-19
T,“Breaking: UK Prepares For Full Lockdown After Hundreds Of New Cases — Wuhan Super Virus Updates.”
T,A chinese pirate movie called “coronavirus” is sold in Mexico City
T,Overseas Chinese bought flights to ship medical supplies from Melbourne to South China
T,"In the Chinese city of Shandong, no one gets COVID-19 because it’s full of garlic"
T,Russian doctor taught: washing your nostril with soap can prevent COVID-19
T,Is Thailand Successfully Cure Corona Virus Patients with Marijuana
T,Is Chinese Government Requests Court Permission to Kill 20 Thousand Corona Virus Patients
T,Video shows coronavirus patients and doctors
T,Mostly Coronavirus-infected chicken found in Bengaluru
T,COVID-19 was stolen from Canada by Chinese spies and accidentally released in Wuhan
T,Hong Kong police are misappropriating face masks for personal use
T,This photo shows a new case in New South Wales
T,Green chiratta can prevent cov
T,"China officially said that the new coronavirus had “confirmed aerosol infection” and that “in short, airborne infections” was spread"
T,Ecuadorean doctor saves lifes during the Wuhan crisis
T,Partially Special prayer is organized by the Muslim community in China to save people from coronavirus
T,A case of coronavirus in Andorra
T,A child from China has coronavirus in Galicia (Spain)
T,Can cannabis cure coronavirus
T,A person with coronavirus in Andorra (February 10th)
T,Bill Gates predicted coronavirus
T,In 2012 a Facebook user predicted coronavirus from China
T,"India scientists found: HIV gene is embedded in 2019-nCov, which is China’s bio-weapon"
T,Singapore – Hong Kong People ran into supermarket panic buying toilet paper
T,"An apartment in Wuhan was on fire since the owner over-sprayed ethanol. He turned on the heat, causing an explosion"
T,Chinese citizens join Muslim prayers because of fear of coronavirus
T,The people in this video show the coronavirus patients in China
T,Garlic Water Can Cure Novel coronavirus
T,Mostly A woman infected with coronavirus killed by Chinese police
T,Coronavirus is caused by snakes
T,Coronavirus infected girl was admitted to Badulla Hospital in Sri Lanka
T,Ginger ale is an effective cure for the 2019 novel coronavirus (nCoV)
T,The Department of Health (DOH) and the Bureau of Immigration (BI) “issued a lookout bulletin” for the “arrest and detention” of a Chinese man who “escaped the quarantine area” of the Ninoy Aquino International Airport (NAIA)
T,This Lysol disinfactant label says it’s tested against the new cov
T,People were screaming in Wuhan because they feared the coronavirus
T,Kazakhstanis burned and smashed Chinese restaurants and homes because of the spread of coronavirus in the country
T,Coronavirus found in broiler chicken
T,Autopsy reveal Wuhan doctor was murdered in his sickbed
T,Says the 2019 coronavirus “causes sudden death syndrome.”
T,Can Dettol Cleaners Kill the Corona Virus
T,Image of Pakistani Prime minister Imran Khan and Chinese president Xi Jinping in which Imran Khan is wearing mask
T,Cannibalism in China has caused the outbreak of a new strain of the novel coronavirus. A Chinese man is preparing a dead baby for consumption
T,Thai department of health published an infography on how to properly wear facemasks
T,This video shows the cause of cov
T,This video shows cov patients in China
T,The Asterix comic books and the Simpsons predicted the coronavirus outbreak
T,No Tencent revealed the real numbers of dead people
T,"The coronavirus has already existed, even in domestic animals, and we have the vaccine to act against this virus"
T,Taking chlorine dioxide helps against coronavirus
T,"China seeks court approval to kill over 20,000 coronavirus patients to stop the spread of the outbreak"
T,Chinese President Xi Jinping visited mosque amid coronavirus outbreak and requested the people of the Muslim community to pray ‘in present crisis
T,There is a patent for the 2019-nCoV coronavirus
T,Partially Government of the Philippines gave free masks on streets
T,"WHO announced that among many medicines, the best coronavirus killer is nicotine"
T,Doctor said: coronavirus can be alive in temperature 25-26C. Drinking hot water can help prevent it
T,"If you have a runny nose or cough, you don’t have COVID-19"
T,Vietnam government gave free face masks on the streets
T,Chinese President Visits Mosque and Prayers for Corona Virus Outbreak
T,Is this the Biohazard Container Discovery Photo at the American Consulate General in Wuhan
T,Weed (cannabis) cures coronavirus
T,China is planning to kill coronavirus patients
T,Sanitizer manufacturer Dettol knew about 2019 Novel coronavirus before it was actually reported
T,"China has sought to kill 20,000 coronavirus patients to control the spread of the virus"
T,Chinese Premier Li Keqiang had dinner in Wuhan during the epidemic
T,The Dettol disinfectant label says the cov was tested
T,Research shows that parts of the HIV genetic code have been inserted to the new coronavirus
T,Xi Jinping visits mosque for coronavirus
T,China asks for permission to kill 20000 infected cases
T,Coronavirus has not “hit” Ghana
T,President Xi Jinping visits Masjid to pray for the coronavirus vicitims
T,Peope behaving abnormally in China due to coronavirus
T,Coronavirus was created in laboratory in Wuhan
T,Vitamin C stops or slows novel coronavirus
T,China is seeking court’s approval to kill all who were tested positive with coronavirus
T,A picture of a Dettol disinfectant spray is being shared online in which the label on the back of a bottle shows the product claiming to have been proven to ‘kill coronavirus’ and that they knew about the new strain since 2019
T,Ultimo (italian singer) has coronavirus
T,Woman eats bat soup contaminated with coronavirus in China
T,People infected with coronavirus die in the street while doctors travel through the infection zone
T,"Share this post on Facebook, you can get free face masks"
T,WHO Calls for Isolation of China due to the Corona Virus
T,Video shows an infected baby with a doctor
T,Coronavirus Discovered In Broilers Chicken
T,"A statement of a Bulgarian doctor who claims that consuming alcohol helps in curing or prevention of the new coronavirus, while the title of the original post is that alcohol is the CURE for coronavirus"
T,You can’t transmit the virus to other people if you don’t feel its symptoms
T,Boild garlic water can protect from Cov
T,Tinospira crispa plants can treat cov
T,"Case of cov in Alberta, Canada"
T,A case of the novel coronavirus was registered in a hospital in Maranhão
T,This is a market in China where bats and snakes were served as food
T,Doctors confirm that the novel coronavirus may arrive in Brazil through AliExpress packages
T,Indian daily falsely links study to coronavirus in digital edition and then changes it
T,False “coronavirus epidemy in Poland”
T,Fake News Of coronavirus Infecting Boiler Chicken
T,Children under 8 are immune to the novel coronavirus
T,Health Canada has advised that by keeping the throat moist (by drinking water) can help preventing infection
T,Coronavirus is caused by bat soup
T,Farts recorded by infrared temperature sensors recently installed in airports and train stations to monitor temperatures of passengers amid coronavirus outbreak can screen them all
T,Rinsing your mouth with salted water will prevent coronavirus infection
T,"First case of coronavirus in San Vicente del Raspeig (Alicante, Spain)"
T,Spain’s Health Secretary recommends not selling products from China
T,"Confirmed case of coronavirus found in Shaheen Bagh, Delhi"
T,Can cow urine cure coronavirus
T,1. Chinese Prime Minister Li Keqiang visited a mosque and seek protection to the country from coronavirus. 2. Chinese president Xi Jinping visited a mosque in China after realizing the fact that only Allah can save China from this epidemic
T,Chinese PM visited mosque following coronavirus outbreak
T,A picture show people in China fainted on the Street after they got infected of the coronavirus
T,2019 novel coronavirus contains “pShuttle-SN” sequence proving laboratory origin
T,Label in disinfectant ensures that the new coronavirus strain is not new
T,"When the first group of Japenese evacuated from Wuhan to Tokyo, each evacuee took one own ambulance"
T,There are 40 thousand Chinese foreign workers in Morowali that are quarantined with Corona Virus
T,Partially Chinese kill their pets due to epidemic anxiety
T,"Weed, slang for the cannabis plant, can “kill coronavirus.”"
T,Original publication claims that Macedonian citizens are afraid to order from AliExpress because in this way coronavirus is transmitted
T,Sri Lanka eradicated coronavirus
T,This photo shows a Japanese medical professional going to provide aid in Wuhan
T,300.000 people are infected in China
T,New cov comes from rhino horns
T,You can steam face masks to reuse them
T,The Chinese Prime minister visited a mosque to gain protection for coronavirus
T,Dettol sanitizer kills coronavirus and the company knew about the existence of the virus before the outbreak of the virus in China
T,Broiler chickens were found to have coronavirus in Mumbai
T,Pigs mulled in China blamed for coronavirus
T,"“Kochi Prefectural Assembly, who returned from Wuhan, refused the test, while it was infected with coronavirus”"
T,Video shows pigs buried alive
T,A Postobon tank in Colombia was infected with coronavirus and all sodas were contaminated
T,A Sri Lankan Girl Finding A Cure For coronavirus
T,Prime Minister of China visited a mosque and realised that the only way to protect oneself from coronavirus is to bow before Allah
T,New Confirmed Case Of coronavirus In The Macarthur Region of Australia
T,Video of a family died due to novel coronavirus
T,Video of Chinese Prime Minister Li Keqiang visiting a Mosque and offering prayers seeking protection to the country from coronavirus
T,Video from China show people fleeing from coronavirus quarantine
T,A case of novel coronavirus in Huelva (Spain)
T,"A neighbour of Noia (region of Galicia, Spain) has been infected with coronavirus"
T,Coronavirus is not new as there is a vaccine for dogs that prevents it
T,Video shows bat infestation under a tiled roof claims to be the source of coronavirus in China’s Hubei
T,There is a person with coronavirus in Galicia (February 4th)
T,There is a person with coronavirus in Huelva (February 4th)
T,Is it safe to receive a letter or a package from China
T,Dr Zhong Nanshan said that saline solution can kill the virus
T,Doctor fainting durying surgery to a coronavirus patient
T,A doctor called Leslie Chow discovered the coronavirus and died due to contact with coronavirus patients
T,Chinese CDC: Tea can reduce the risk of getting coronavirus
T,Study indicated that black tea and Pu’er tea can help to prevent coronavirus
T,Corona Virus Victim Secretly Cremated
T,Corona Virus Can be Transmitted Through Sweat of Chinese Canned Food Factory Workers
T,The claim that a photo shows the infected people in China
T,Chicken causes coronavirus
T,Alibaba Group founder Jack Ma gave US$5 million to a Filipino student who developed a vaccince for novel coronavirus
T,"A video of domesticated and exotic animals are being sold in a wet market in “Wuhan, China”"
T,Japan has sent a 1000-man medical team to Wuhan
T,This image is related to the coronavirus outbreak
T,The novel coronavirus (2019-nCoV) “will not spread” in the Philippines due to the country’s high temperature as well as relatively high humidity
T,"An Israeli spy (Dany Shoham) claims that the new coronavirus is linked to the Chinese secret program for the production of biological weapons at the Institute of Virology in Wuhan, the epicenter of the infection"
T,"mostly Coronavirus killed 1,12,000 people and infected 28 lakh in China"
T,There is an herbal cure for CoV
T,A photo shows people infected lying on the sidewalk in China
T,Hubei district is filled with bats on their roofs which are the main source of coronavirus thus the virus spread there
T,The common flu kills 60 times more people annually than the coronavirus
T,Partially 3 preliminary studies who became viral on social networks for wrong reasons
T,Twitter user posts viral image suggesting that cocaine kills coronavirus
T,Two Italian scientists were the first in isolate the coronavirus in Europe
T,There are cases of coronavirus in Maturín city
T,In a video that went viral on social media we see a street market in the city of Wuhan in China from where the new coronavirus 2019-nCoV began to spread
T,"Chlorine dioxide kits sold online under various names — Miracle Mineral Solution, Miracle Mineral Supplement, Master Mineral Solution — will cure coronavirus"
T,The new coronavirus contains HIV “insertions” and shows signs of being created in a lab
T,The new coronavirus can be cured by drinking one bowl of freshly boiled garlic water
T,A video of Pigs being buried in China with is related to the coronavirus
T,A video of bat infested roof claimed to be from Hubei-china claiming it to be the source of coronavirus
T,Xi Jinping has said that Chinese scientists found cure for coronavirus in cow urine
T,The Korean Government took every facial mask from factorys to send masks to China
T,Bill Gates helped fund patent for coronavirus
T,Scientists from Australia create the first vaccine for novel coronavirus
T,No Video in which a doctor faints whilst operating after being infected with coronavirus
T,"Pigs burried in china, is it because of coronavirus"
T,Can garlic soup cure coronavirus
T,"More than 35 million people in China are now on a travel lockdown. More than 2700 have been sickened, and 81 have died. Nothing happens without Allah’s permission and He is aware of all things"
T,Can dettol kill coronavirus
T,Video shows a doctor that faints while operating coronavirus because he got infected
T,"Coronavirus in Cecina (city in Tuscany, Italy)"
T,"Coronavirus in Arezzo (city in Tuscany, Italy)"
T,27 patients with coronavirus in an hospital in Rome
T,This is an image of coronavirus 2019-nCoV
T,No Coronavirus 2019-nCoV is as dangerous as plague and cholera
T,Says “the coronavirus was engineered by scientists in a lab.”
T,Coronavirus contains “HIV insertions”
T,Partially Wuhan Virus is leaked from Wuhan P4 lab
T,The video has been taken at the Wuhan market
T,Japanese Professor: Taiwan doesn’t need to join WHO
T,Garlic water can cure coronavirus
T,Chinese Prime Minister offering namaz amid coronavirus scare
T,The religious beliefs of some Macedonian citizens are being used to disseminate panic and misinformation about the new coronavirus by manipulatively citing Russian texts for its outbreak in order to portray it as the beginning of a worldwide catastrophe
T,"Conspiracy Outbreak of the Wuhan coronavirus is a start of a depopulation programme. This, in turn, is based on Bill and Melinda Gates foundation links to the outbreak"
